,headline_no_site,site,time,country,bias
367484,33 year old Chinese woman infected with coronavirus gives birth to a healthy baby,oneindia.com,2020-02-11 08:00:00+00:00,India,0.16666666666666666
367420,"Brother saves little sister from dog attack, he's a real superhero!",oneindia.com,2020-07-18 07:00:00+00:00,India,0.16666666666666666
367448,Doctor helps woman deliver premature baby mid air,oneindia.com,2020-10-10 07:00:00+00:00,India,0.16666666666666666
367604,Anveshi Jain was 'judged' for her bold scenes,oneindia.com,2021-04-07 07:00:00+00:00,India,0.16666666666666666
367650,"Tanaz Mohammed, the female sports manager coached 150 coaches | Know all",oneindia.com,2021-06-02 16:11:07+00:00,India,0.16666666666666666
367714,Budget 2021: Nirmala recites once again from Thirukural; Stalin reminds her of another one on kings,oneindia.com,2021-02-01 08:00:00+00:00,India,0.16666666666666666
367545,Sarah Everard's remains found | What happened to her,oneindia.com,2021-03-13 08:00:00+00:00,India,0.16666666666666666
289866,Kozhikode: 16 year old boy beaten up for questioning cop's presence near ladies hostel [Video],asianetnews.com,2017-10-28 07:00:00+00:00,India,0.16666666666666666
289926,"Anushka Shetty’s stunning makeover, her Size Zero picture goes viral",asianetnews.com,2017-11-27 08:00:00+00:00,India,0.16666666666666666
289867,In pics: Asin Thottumkal and Rahul Sharma blessed with baby girl,asianetnews.com,2017-10-25 07:00:00+00:00,India,0.16666666666666666
289924,Kerala youth arrested for attempting to rape friend’s mother [Video],asianetnews.com,2017-11-09 08:00:00+00:00,India,0.16666666666666666
289829,Here is how Anushka Sharma cheers for her husband Virat Kolhi– watch video,asianetnews.com,2018-04-26 07:00:00+00:00,India,0.16666666666666666
289904,Indians asked Sushma Swaraj to give citizenship to Rashid Khan. Here's what she replied,asianetnews.com,2018-05-26 07:00:00+00:00,India,0.16666666666666666
289901,"Janhvi Kapoor's fans think she forgot to wear pants, here is what brother Arjun Kapoor has to say",asianetnews.com,2018-06-07 07:00:00+00:00,India,0.16666666666666666
289814,YouTube Shootout: Who is Nasim Aghdam? Why did she fire at the headquarters?,asianetnews.com,2018-04-07 07:00:00+00:00,India,0.16666666666666666
289946,"Bengaluru: Police arrest man for filming private moments with wife, blackmailing her",asianetnews.com,2019-05-30 07:00:00+00:00,India,0.16666666666666666
289920,"Vijayalakshmi removes Darshan from her name on Twitter, star couple to part ways?",asianetnews.com,2019-08-12 07:00:00+00:00,India,0.16666666666666666
289843,"Hyderabad encounter: Women in Hubballi, Karnataka dance in joy over the news of deaths of 4 accused",asianetnews.com,2019-12-06 08:00:00+00:00,India,0.16666666666666666
289805,Vikram Bhatt’s ‘Ghost’ based on true story; Sanaya Irani all set for her debut,asianetnews.com,2019-10-13 07:00:00+00:00,India,0.16666666666666666
303731,Muslim couple conducts wedding of adopted girl in Hindu temple,asianetnews.com,2020-02-18 08:00:00+00:00,India,0.16666666666666666
303764,When Kareena Kapoor asked Sara Ali Khan about her one night stand,asianetnews.com,2020-04-11 07:00:00+00:00,India,0.16666666666666666
303683,Is Sussanne Khan still in love with Hrithik Roshan? Here's what she feels,asianetnews.com,2020-12-14 08:00:00+00:00,India,0.16666666666666666
303365,When Aishwarya Rai upset mother in law Jaya Bachchan due to closeness with Rekha,asianetnews.com,2020-06-09 07:00:00+00:00,India,0.16666666666666666
303879,"Katrina Kaif, Salman Khan's love story: Did she break up with Khan over a text message?",asianetnews.com,2021-01-24 08:00:00+00:00,India,0.16666666666666666
304030,Michelle Obama gives befitting reply when asked about her 'sex life' to Jimmy Kimmel,asianetnews.com,2021-03-19 07:00:00+00:00,India,0.16666666666666666
304033,Is Priyanka Chopra selling her Rolls Royce?,asianetnews.com,2021-03-05 08:00:00+00:00,India,0.16666666666666666
303864,Nail care: Superb nail hacks every girl should know,asianetnews.com,2021-02-04 08:00:00+00:00,India,0.16666666666666666
290104,All time UFC women's bantamweight champions,espn.go.com,2016-03-10 08:00:00+00:00,USA,0.16666666666666666
290103,Andy Murray miffed after mistakenly having to serve with women's ball,espn.go.com,2016-03-27 07:00:00+00:00,USA,0.16666666666666666
290032,Los Angeles Rams cut Deon Long for having woman in dorm,espn.go.com,2016-08-10 07:00:00+00:00,USA,0.16666666666666666
290041,Rams DE Robert Quinn leaves Rio 'proud' of sister,espn.go.com,2016-08-19 07:00:00+00:00,USA,0.16666666666666666
289961,Robyn Benton of Greater Atlanta Christian soars up women's basketball recruiting rankings for senior season,espn.go.com,2017-09-07 07:00:00+00:00,USA,0.16666666666666666
289990,Making a case for each ESPYS Best Female Athlete nominee,espn.go.com,2017-07-10 07:00:00+00:00,USA,0.16666666666666666
290078,Louisville Cardinals women's basketball coach Jeff Walz to head new Under 23 USA team,espn.go.com,2017-04-19 07:00:00+00:00,USA,0.16666666666666666
290136,Hope Solo says ex FIFA president Sepp Blatter sexually assaulted her,espn.go.com,2017-11-10 08:00:00+00:00,USA,0.16666666666666666
290127,Penny Marshall gave female athletes much more than just great movies,espn.go.com,2018-12-19 08:00:00+00:00,USA,0.16666666666666666
290120,Don Jones of San Francisco 49ers escorts girl with Down syndrome to prom,espn.go.com,2018-04-16 07:00:00+00:00,USA,0.16666666666666666
290124,"Dwyane Wade, Gabrielle Union Wade welcome 'miracle baby' girl",espn.go.com,2018-11-08 08:00:00+00:00,USA,0.16666666666666666
290125,Hall of Fame referee Paul Stewart wants women officiating in NHL,espn.go.com,2018-12-12 08:00:00+00:00,USA,0.16666666666666666
290030,All female race team fueling the body and the mind in preparation for Rolex 24 at Daytona,espn.go.com,2019-01-19 08:00:00+00:00,USA,0.16666666666666666
290031,Women's basketball recruiting    Bold moves from North Carolina prospect Saniya Rivers,espn.go.com,2019-06-06 07:00:00+00:00,USA,0.16666666666666666
364297,"Sei Young Kim fires 63 to seal KPMG Women's PGA, first major win",espn.go.com,2020-10-11 07:00:00+00:00,USA,0.16666666666666666
364298,Atlanta Braves first baseman Freddie Freeman is doing his mother proud,espn.go.com,2021-04-11 07:00:00+00:00,USA,0.16666666666666666
364299,PFL 3   Fabricio Werdum Renan Ferreira ends in tapout controversy; Kayla Harrison continues to dominate,espn.go.com,2021-05-06 07:00:00+00:00,USA,0.0
290158,5 Best Confirmation Dresses,newsmax.com,2011-01-21 08:00:00+00:00,USA,0.0
290159,Olivia Newton John Sister Diagnosed with Brain Cancer,newsmax.com,2013-04-23 07:00:00+00:00,USA,0.16666666666666666
290160,"Carlita Kilpatrick, Ex Detroit First Lady, Forced Out of Texas Home",newsmax.com,2013-07-24 07:00:00+00:00,USA,0.0
290162,Dishon Murder: Girl's Uncle Charged in 1999 Kidnapping Cold Case,newsmax.com,2013-10-03 07:00:00+00:00,USA,0.0
290165,Army Colonel: Use 'Average Looking Women' to Portray Female Soldiers,newsmax.com,2013-11-19 08:00:00+00:00,USA,0.3333333333333333
290171,"'Mom & Me & Mom' By Maya Angelou Honors Mother, Grandmother",newsmax.com,2013-05-13 07:00:00+00:00,USA,0.16666666666666666
290172,Happiness Is a Warm Puppy for NCarolina's First Lady,newsmax.com,2013-05-09 07:00:00+00:00,USA,0.16666666666666666
290185,Neil Patrick Harris Spits Water at Woman Taking Pics During 'Hedwig' | Newsmax.com,newsmax.com,2014-07-14 07:00:00+00:00,USA,0.16666666666666666
290163,Report: Jane Fonda's Mother Had 9 Abortions,newsmax.com,2014-10-10 07:00:00+00:00,USA,0.16666666666666666
290195,Obama's Daughters Enjoy Gourmet Lunches at Posh School,newsmax.com,2014-12-11 08:00:00+00:00,USA,0.16666666666666666
290184,FDNY: First Female Featured In Calendar of Heroes Is Danae Mines,newsmax.com,2014-07-16 07:00:00+00:00,USA,0.16666666666666666
290152,"Annegret Raunigk, 65 Year Old Mother of 13, Pregnant Again",newsmax.com,2015-04-14 07:00:00+00:00,USA,0.16666666666666666
290178,Kim Jong un's Girl Group to Visit Beijing Ahead of UN Meeting,newsmax.com,2015-12-09 08:00:00+00:00,USA,0.16666666666666666
290154,Girls With Guns: 5 Reasons Why Pink Guns Are the Best,newsmax.com,2015-03-08 08:00:00+00:00,USA,0.16666666666666666
290204,12 Christian Denominations With Most Liberal Stance on Priesthood of Women,newsmax.com,2015-05-06 07:00:00+00:00,USA,0.16666666666666666
290262,First Female Army Infantry Officer Is Capt. Kristen Griest,newsmax.com,2016-04-28 07:00:00+00:00,USA,0.16666666666666666
290243,Women in Military Draft Pushed Before Congress by Top Generals,newsmax.com,2016-02-03 08:00:00+00:00,USA,0.16666666666666666
290182,"Alexandria Duval, Twin Sister in Alleged Murder Crash, Freed",newsmax.com,2016-06-10 07:00:00+00:00,USA,0.16666666666666666
290176,"Chaka Khan, Sister – Scared by Prince Death – in Rx Drug Rehab",newsmax.com,2016-07-12 07:00:00+00:00,USA,0.16666666666666666
290209,Jessica Chastain: Cannes Films' Portrayal of Women 'Disturbing',newsmax.com,2017-05-31 07:00:00+00:00,USA,0.16666666666666666
290273,Marines' Female Combat Training May Join With Men's,newsmax.com,2017-08-09 07:00:00+00:00,USA,0.16666666666666666
290270,Mother Teresa's Sari Officially Becomes Trademarked,newsmax.com,2017-07-10 07:00:00+00:00,USA,0.16666666666666666
290268,Newsmax's 100 Most Influential Republican Women,newsmax.com,2017-08-10 07:00:00+00:00,USA,0.16666666666666666
290223,Andrea Tantaros: Fox News Secretly Videotaped Female Staff Disrobing,newsmax.com,2018-01-30 08:00:00+00:00,USA,0.16666666666666666
290212,The Bionic Woman Back: Lindsay Wagner 40 Years Later,newsmax.com,2018-05-04 07:00:00+00:00,USA,0.16666666666666666
290211,Dachshunds Maul Woman to Death in Unusual Attack,newsmax.com,2018-05-16 07:00:00+00:00,USA,0.16666666666666666
290259,"Girl Scout Cookie Craving? Faux Thin Mints, Samoas, Always at Aldi",newsmax.com,2018-08-16 07:00:00+00:00,USA,0.16666666666666666
290232,Girl Scout Cookie Philanthropist Arrested in Drug Bust,newsmax.com,2019-02-27 08:00:00+00:00,USA,0.16666666666666666
290215,Jill Biden: Joe Got Women's No Touch Message 'Loud and Clear',newsmax.com,2019-05-08 07:00:00+00:00,USA,0.16666666666666666
290229,Meghan McCain Wishes Grandmother Happy 107th Birthday,newsmax.com,2019-02-07 08:00:00+00:00,USA,0.16666666666666666
290249,Women's Hall of Fame May Lose Funding Over 'Hanoi Jane' Fonda Induction,newsmax.com,2019-04-01 07:00:00+00:00,USA,0.16666666666666666
364477,"ADHD Raises Adult Suicide Risk, Especially for Women",newsmax.com,2020-12-30 08:00:00+00:00,USA,0.16666666666666666
364469,Army's First Woman Green Beret Set to Graduate,newsmax.com,2020-06-27 07:00:00+00:00,USA,0.16666666666666666
364470,Blackburn Exhorts Conservative Women to Engage in Culture War,newsmax.com,2020-08-28 07:00:00+00:00,USA,0.16666666666666666
364476,Experts: Pfizer COVID 19 Vaccine Does Not Cause Infertility in Women,newsmax.com,2020-12-10 08:00:00+00:00,USA,0.16666666666666666
364499,Sister Wives' Star Admits Show's Relationship Drama Is 'Hard' to Watch,newsmax.com,2021-03-26 07:00:00+00:00,USA,0.16666666666666666
364478,Trump: Dems' Transgender Push 'Destroys' Equity for Women,newsmax.com,2021-05-29 23:30:00+00:00,USA,0.16666666666666666
364480,Lady Gaga Details 'Psychotic Break' After Sexual Assault,newsmax.com,2021-05-21 07:00:00+00:00,USA,0.16666666666666666
364505,Women Serve Critical Role in COVID 19 Vaccine Rollout,newsmax.com,2021-04-08 07:00:00+00:00,USA,0.16666666666666666
290300,Bravo! Delhi HC Allows Permanent Commission for Women in Indian Navy,thebetterindia.com,2015-09-06 07:00:00+00:00,India,0.16666666666666666
290298,Why Nobody Would Dare Exploit These Marginalised Women from Kerala,thebetterindia.com,2015-10-26 07:00:00+00:00,India,0.16666666666666666
290294,Kerala’s Nursery For Future Women Politicians,thebetterindia.com,2015-11-22 08:00:00+00:00,India,0.16666666666666666
290305,5 Things You Should Know About J Manjula – DRDO’s First Woman Director General,thebetterindia.com,2015-09-10 07:00:00+00:00,India,0.16666666666666666
290354,"This Doctor Once Went to a Village for a Health Camp. Today, She Is Transforming Lives There!",thebetterindia.com,2016-09-19 07:00:00+00:00,India,0.16666666666666666
290456,5 Times Indian Women Decided to #CrossTheLine and Make Us Proud,thebetterindia.com,2016-07-02 07:00:00+00:00,India,0.16666666666666666
290380,"In an Empowering Judgement, Delhi HC Rules That a Hindu Woman Can Be ‘Karta’ of the Family",thebetterindia.com,2016-02-02 08:00:00+00:00,India,0.16666666666666666
290610,This IRS Officer Has Used up His Holidays in the Last 7 Years to Help Save the Girl Child,thebetterindia.com,2016-06-14 07:00:00+00:00,India,0.16666666666666666
291125,Meet GR Radhika: The First Indian Woman Cop to Summit Mount Elbrus!,thebetterindia.com,2017-09-13 07:00:00+00:00,India,0.16666666666666666
291116,Indian Navy’s All Women Crew to Circumnavigate the Globe in 8 Months,thebetterindia.com,2017-09-11 07:00:00+00:00,India,0.16666666666666666
291122,Army Makes Historic Announcement to Induct 800 Women as Military Police!,thebetterindia.com,2017-09-09 07:00:00+00:00,India,0.16666666666666666
291136,"This Dasara, 28 Women Tried Their Hand at Arm Wrestling in Mysuru!",thebetterindia.com,2017-09-26 07:00:00+00:00,India,0.16666666666666666
291082,"This Doctor Climbed a Hill, Crossed a River To Save a Tribal Mother & Child!",thebetterindia.com,2018-03-30 07:00:00+00:00,India,0.16666666666666666
290955,This 101 Year Old Pioneering Lady is One of IISc’s Oldest Living Alumni!,thebetterindia.com,2018-06-28 07:00:00+00:00,India,0.16666666666666666
290619,"Posted in Bastar, Usha Kiran Is the First Woman Officer of the Elite Commando Force Cobra!",thebetterindia.com,2018-10-30 07:00:00+00:00,India,0.16666666666666666
290686,K’taka Obavva Squads Inspired From Woman Who Stopped an Army With a Pestle!,thebetterindia.com,2018-07-28 07:00:00+00:00,India,0.16666666666666666
291199,"India’s First Woman Firefighter Broke Gender Barriers, Inspired Millions to Dream!",thebetterindia.com,2019-06-26 07:00:00+00:00,India,0.16666666666666666
290399,20 YO Sikh Man Removes Turban to Save Bleeding Woman Hit by a Truck in Kashmir!,thebetterindia.com,2019-01-07 08:00:00+00:00,India,0.16666666666666666
291167,"Kerala Woman’s Garden Makes Her a YouTube Star, Helps Her Earn Rs 1 Lakh/Month!",thebetterindia.com,2019-08-07 07:00:00+00:00,India,0.16666666666666666
290535,"Woman Leaves Job, Serves 1 Lakh Meals & Distributes 1000 Blankets To Migrant Kids",thebetterindia.com,2019-11-13 08:00:00+00:00,India,0.16666666666666666
362425,Mumbai Son Posts Heartwarming Ode to Nurse Mom Serving in COVID 19 Quarantine Facility,thebetterindia.com,2020-03-23 07:00:00+00:00,India,0.16666666666666666
362433,"Forced to Give up Infosys Job, Karnataka Woman Grows 8000 Fruit Trees in Barren Land",thebetterindia.com,2020-12-12 08:00:00+00:00,India,0.16666666666666666
362421,In This Together: Kolkata Girl Offers Rent Free stay to Evicted Health Workers,thebetterindia.com,2020-04-06 07:00:00+00:00,India,0.16666666666666666
362315,"Inspired By Dad, Woman Braves Threats to Help 1400 Adivasi Families Get Land Rights",thebetterindia.com,2020-10-09 07:00:00+00:00,India,0.16666666666666666
362479,"How Tribal Women Have Been Protecting 1/3 of Odisha’s Forests, All By Themselves",thebetterindia.com,2021-05-17 07:00:00+00:00,India,0.16666666666666666
362501,"Women Led Startup Take Handmade Pesto, Buckwheat Tea From Ladakh to India & the World",thebetterindia.com,2021-03-20 07:00:00+00:00,India,0.16666666666666666
362489,"79 YO British Indian Uses Mom’s Recipes to Start Jam Biz worth Rs. 2 Cr, Helps 100 Women",thebetterindia.com,2021-05-14 07:00:00+00:00,India,0.16666666666666666
362544,"22 YO Maharashtra Girl Upscales Family’s Dairy Farm, Now Earns Rs 6 Lakh a Month",thebetterindia.com,2021-01-19 08:00:00+00:00,India,0.16666666666666666
291391,"Friend of woman who accused Varun Grover of sexual harassment comes forward, says charges are true",opindia.com,2018-10-17 07:00:00+00:00,India,0.16666666666666666
291337,Shameful: AAP leader refers to raped women as ‘soiled’,opindia.com,2018-01-29 08:00:00+00:00,India,0.16666666666666666
